Project Name,Project Link,Project Scope,Project Description,Project Goal,Project Full Description,Citizen Science Web Name,Citizen Science Web Link
Miguel Ángel Queiruga Dios,https://ciencia-ciudadana.es/proyecto-cc/miguel-angel-queiruga-dios/,"Biodiversidad, Ecología y Medioambiente, Espacio y Astronomía, Informática y Ciencias de la Computación","Investigador que aprovecha la ciencia ciudadana. Profesor/Comunicador que informa sobre la ciencia ciudadana.
",,"nanInvestigador que aprovecha la ciencia ciudadana. Profesor/Comunicador que informa sobre la ciencia ciudadana.
",Observatorio de la Ciencia Ciudadana en España,https://ciencia-ciudadana.es/proyecto-cc/
Mónica Pallardó Puig,https://ciencia-ciudadana.es/proyecto-cc/monica-pallardo-puig/,Espacio y Astronomía,"Coordinadora Didáctica del Aula del Cel del Observatorio Astronómico de la Universidad de Valencia
",,"nanCoordinadora Didáctica del Aula del Cel del Observatorio Astronómico de la Universidad de Valencia
",Observatorio de la Ciencia Ciudadana en España,https://ciencia-ciudadana.es/proyecto-cc/
Centinelas del Mar,https://ciencia-ciudadana.es/proyecto-cc/centinelas-del-mar/,"Biodiversidad, Ecología y Medioambiente, Océanos, Agua, Marino y Terrestre","Proyecto «Centinelas del Mar», en realización por el Grupo de investigación «Ecología y Conservación Marina» de la Universidad de Murcia» de José Antonio García Charton, director de este proyecto, que está apoyado por la Fundación Biodiversidad del Ministerio para la Transición Ecológica, enmarcado en el proyecto LIFE IP INTEMARES. Es un proyecto de ciencia ciudadana para el seguimiento de los efectos del cambio climático sobre la biodiversidad marina en áreas marinas protegidas del SE español: Cabo de Palos-Islas Hormigas, Cabo Tiñoso y Cabo de Gata- Nijar y zonas de Red Natura 2000 del SE español. Dirigido a pescadores, navegantes y buceadores y otro público apasionado del mar. Tiene dos objetivos principales, (i) científico: realizar un diagnóstico del estado de las poblaciones y (ii) social: valorizar el patrimonio natural y uso responsable de espacios.
",,"nanProyecto «Centinelas del Mar», en realización por el Grupo de investigación «Ecología y Conservación Marina» de la Universidad de Murcia» de José Antonio García Charton, director de este proyecto, que está apoyado por la Fundación Biodiversidad del Ministerio para la Transición Ecológica, enmarcado en el proyecto LIFE IP INTEMARES. Es un proyecto de ciencia ciudadana para el seguimiento de los efectos del cambio climático sobre la biodiversidad marina en áreas marinas protegidas del SE español: Cabo de Palos-Islas Hormigas, Cabo Tiñoso y Cabo de Gata- Nijar y zonas de Red Natura 2000 del SE español. Dirigido a pescadores, navegantes y buceadores y otro público apasionado del mar. Tiene dos objetivos principales, (i) científico: realizar un diagnóstico del estado de las poblaciones y (ii) social: valorizar el patrimonio natural y uso responsable de espacios.
",Observatorio de la Ciencia Ciudadana en España,https://ciencia-ciudadana.es/proyecto-cc/
El Lenguaje Universal de la Tabla Periódica de los Elementos,https://ciencia-ciudadana.es/proyecto-cc/el-lenguaje-universal-de-la-tabla-periodica-de-los-elementos/,"Ciencias Químicas, Educación","Soy Licenciada en Quimica. He sido profesora de Enseñanza Secundaria durante años. En este momento estoy estudiando Grado de Turismo y a la vez iniciando un nuevo camino profesional dedicado al Turismo Científico y a la divulgación de la Ciencia. En este momento tengo una Expo de materiales en diferentes idiomas en la Biblioteca Pública de León. He asistido a la inauguración del Año Internacional de la Tabla Periódica en Paris el 29 de enero. Pretendo realizar actividades durante este año en mi ciudad y en otras, ofreciendo mi exposición a bibliotecas. Por otro lado en instagram cuelgo actividades, eventos, edificios relacionados con la Ciencia.
","«El Lenguaje Universal de la Tabla Periódica de los Elementos» es el título de una exposición itinerante  que sirve de conmemoración por el 150 aniversario. Así, la tabla periódica, aparte de las utilidades científicas, puede ser el punto de partida para hablar de temas de actualidad o para entender mejor el mundo.","«El Lenguaje Universal de la Tabla Periódica de los Elementos» es el título de una exposición itinerante  que sirve de conmemoración por el 150 aniversario. Así, la tabla periódica, aparte de las utilidades científicas, puede ser el punto de partida para hablar de temas de actualidad o para entender mejor el mundo.Soy Licenciada en Quimica. He sido profesora de Enseñanza Secundaria durante años. En este momento estoy estudiando Grado de Turismo y a la vez iniciando un nuevo camino profesional dedicado al Turismo Científico y a la divulgación de la Ciencia. En este momento tengo una Expo de materiales en diferentes idiomas en la Biblioteca Pública de León. He asistido a la inauguración del Año Internacional de la Tabla Periódica en Paris el 29 de enero. Pretendo realizar actividades durante este año en mi ciudad y en otras, ofreciendo mi exposición a bibliotecas. Por otro lado en instagram cuelgo actividades, eventos, edificios relacionados con la Ciencia.
",Observatorio de la Ciencia Ciudadana en España,https://ciencia-ciudadana.es/proyecto-cc/
Instituto Universitario de Matemáticas y Aplicaciones,https://ciencia-ciudadana.es/proyecto-cc/instituto-universitario-de-matematicas-y-aplicaciones/,Espacio y Astronomía,"Entidad financiadora -con dinero o con otro tipo de apoyo - de ciencia ciudadana
El Instituto Universitario de Matemáticas y Aplicaciones (IUMA) de la Universidad de Zaragoza fue creado por Orden de 1 de marzo de 2007 del Departamento de Ciencia, Tecnología y Universidad del Gobierno de Aragón (BOA 16/03/07). La investigación en el ámbito de las Matemáticas y sus aplicaciones se encuentra entre los principales objetivos del IUMA, junto con el acercar las Matemáticas a la Sociedad en general, a los estudiantes de Secundaria y al mundo empresarial.
","Tratamos de acercar las matemáticas a la ciudadanía con todo tipo de actuaciones (talleres, charlas, coloquios, monólogos, observaciones planetarias…)","Tratamos de acercar las matemáticas a la ciudadanía con todo tipo de actuaciones (talleres, charlas, coloquios, monólogos, observaciones planetarias…)Entidad financiadora -con dinero o con otro tipo de apoyo - de ciencia ciudadana
El Instituto Universitario de Matemáticas y Aplicaciones (IUMA) de la Universidad de Zaragoza fue creado por Orden de 1 de marzo de 2007 del Departamento de Ciencia, Tecnología y Universidad del Gobierno de Aragón (BOA 16/03/07). La investigación en el ámbito de las Matemáticas y sus aplicaciones se encuentra entre los principales objetivos del IUMA, junto con el acercar las Matemáticas a la Sociedad en general, a los estudiantes de Secundaria y al mundo empresarial.
",Observatorio de la Ciencia Ciudadana en España,https://ciencia-ciudadana.es/proyecto-cc/
Identificación de asteroides cercanos a la Tierra,https://ciencia-ciudadana.es/proyecto-cc/identificacion-de-asteroides-cercanos-a-la-tierra/,Espacio y Astronomía,"Esta iniciativa se encuadra dentro del proyecto Observatorio Virtual Español (http://svo.cab.inta-csic.es) que se lleva a cabo desde el Centro de Astrobiología (INTA-CSIC) en Madrid. El principal objetivo de la iniciativa es ofrecer a estudiantes, astrónomos aficionados y al público en general la posibilidad de identificar, en archivos astronómicos, asteroides que pueden impactar contra la Tierra.
",Identificación de asteroides cercanos a la Tierra utilizando imágenes astronómicas,"Identificación de asteroides cercanos a la Tierra utilizando imágenes astronómicasEsta iniciativa se encuadra dentro del proyecto Observatorio Virtual Español (http://svo.cab.inta-csic.es) que se lleva a cabo desde el Centro de Astrobiología (INTA-CSIC) en Madrid. El principal objetivo de la iniciativa es ofrecer a estudiantes, astrónomos aficionados y al público en general la posibilidad de identificar, en archivos astronómicos, asteroides que pueden impactar contra la Tierra.
",Observatorio de la Ciencia Ciudadana en España,https://ciencia-ciudadana.es/proyecto-cc/
Ricardo Mutuberria,https://ciencia-ciudadana.es/proyecto-cc/ricardo-mutuberria/,"Biodiversidad, Biología, Ecología y Medioambiente","Creo oportunidades para que la ciudadanía practique ciencia porque a mí me apasiona y porque creo que la indagación científica es un derecho.
Una descripción de la actividad de Ricardo Mutuberría y Biook.org en este artículo publicado en Tercer Milenio
","Director de Biook.org

Proyectos BBK Open Science (programación), DIYbio Bilbao (comunidad), BBK Open Lab (Laboratorio Comunitario)","Director de Biook.org

Proyectos BBK Open Science (programación), DIYbio Bilbao (comunidad), BBK Open Lab (Laboratorio Comunitario)Creo oportunidades para que la ciudadanía practique ciencia porque a mí me apasiona y porque creo que la indagación científica es un derecho.
Una descripción de la actividad de Ricardo Mutuberría y Biook.org en este artículo publicado en Tercer Milenio
",Observatorio de la Ciencia Ciudadana en España,https://ciencia-ciudadana.es/proyecto-cc/
BBK Open Science,https://ciencia-ciudadana.es/proyecto-cc/bbk-open-science/,"Biología, Ecología y Medioambiente, Medicina y Salud","Un festival donde la ciencia, la experimentación, la diversión, el aprendizaje, el conocimiento, la práctica y la ciudadanía tendrán el protagonismo principal.
",,"nanUn festival donde la ciencia, la experimentación, la diversión, el aprendizaje, el conocimiento, la práctica y la ciudadanía tendrán el protagonismo principal.
",Observatorio de la Ciencia Ciudadana en España,https://ciencia-ciudadana.es/proyecto-cc/
biook.org,https://ciencia-ciudadana.es/proyecto-cc/biook-org/,"Biodiversidad, Biología, Ecología y Medioambiente, Medicina y Salud","BIOOK es una asociación sin ánimo de lucro que tiene como objetivo  impulsar la innovación social, creando ecosistemas para que la ciudadanía participe y disfrute de la producción científico-cultural, eliminando fronteras entre biología y otras disciplinas. BIOOK se basa en el movimiento Do It Yourself Biology (DIYbio) y en la Ciencia Ciudadana.
",,"nanBIOOK es una asociación sin ánimo de lucro que tiene como objetivo  impulsar la innovación social, creando ecosistemas para que la ciudadanía participe y disfrute de la producción científico-cultural, eliminando fronteras entre biología y otras disciplinas. BIOOK se basa en el movimiento Do It Yourself Biology (DIYbio) y en la Ciencia Ciudadana.
",Observatorio de la Ciencia Ciudadana en España,https://ciencia-ciudadana.es/proyecto-cc/
CONCISE,https://ciencia-ciudadana.es/proyecto-cc/concise/,"Biodiversidad, Ciencias Sociales, Ecología y Medioambiente, Medicina y Salud","CONCISE es un proyecto europeo de investigación de 2 años, cuyo principal objetivo es estudiar el papel que juega la comunicación en el conocimiento, la percepción y las creencias de los y las ciudadanas europeas en torno a temas científicos. En otras palabras, el proyecto quiere investigar qué canales emplean las personas que viven en Europa para adquirir conocimiento científico y cuál es su credibilidad, así como en qué basa la ciudadanía europea sus opiniones y decisiones respecto a temas científicos que les afectan. CONCISE pivotará en torno a cuatro temas científicos (vacunas, cambio climático, terapias alternativas y complementarias y transgénicos) y cinco países europeos (Italia, Polonia, Eslovaquia, España y Portugal). El proyecto plantea la recogida de datos a través de una metodología de enfoque participativo: diálogos o consultas ciudadanas, en las que personas de diferentes orígenes, edades, género, grupos sociales, etc. se reunirán en pequeños grupos para compartir sus opiniones sobre los temas planteados. Para participar en las consultas no será necesario tener conocimientos previos sobre los temas planteados, bastará con tener ganas de contribuir a mejorar la manera en que la sociedad recibe información sobre asuntos científicos que le afectan. A través de este estudio, los investigadores de CONCISE pretenden entender mejor los mecanismos por los que se articulan el conocimiento y la comprensión pública actual de la ciencia, y desarrollar herramientas que ayuden a mejorar la comunicación científica en Europa.
",Proyecto CONCISE – Papel de la comunicación en la percepción y creencias de los ciudadanos europeos sobre temas científicos.,"Proyecto CONCISE – Papel de la comunicación en la percepción y creencias de los ciudadanos europeos sobre temas científicos.CONCISE es un proyecto europeo de investigación de 2 años, cuyo principal objetivo es estudiar el papel que juega la comunicación en el conocimiento, la percepción y las creencias de los y las ciudadanas europeas en torno a temas científicos. En otras palabras, el proyecto quiere investigar qué canales emplean las personas que viven en Europa para adquirir conocimiento científico y cuál es su credibilidad, así como en qué basa la ciudadanía europea sus opiniones y decisiones respecto a temas científicos que les afectan. CONCISE pivotará en torno a cuatro temas científicos (vacunas, cambio climático, terapias alternativas y complementarias y transgénicos) y cinco países europeos (Italia, Polonia, Eslovaquia, España y Portugal). El proyecto plantea la recogida de datos a través de una metodología de enfoque participativo: diálogos o consultas ciudadanas, en las que personas de diferentes orígenes, edades, género, grupos sociales, etc. se reunirán en pequeños grupos para compartir sus opiniones sobre los temas planteados. Para participar en las consultas no será necesario tener conocimientos previos sobre los temas planteados, bastará con tener ganas de contribuir a mejorar la manera en que la sociedad recibe información sobre asuntos científicos que le afectan. A través de este estudio, los investigadores de CONCISE pretenden entender mejor los mecanismos por los que se articulan el conocimiento y la comprensión pública actual de la ciencia, y desarrollar herramientas que ayuden a mejorar la comunicación científica en Europa.
",Observatorio de la Ciencia Ciudadana en España,https://ciencia-ciudadana.es/proyecto-cc/
Algoritmo Arturo,https://ciencia-ciudadana.es/proyecto-cc/algoritmo-arturo/,"Informática y Ciencias de la Computación, Transporte","Arturo es el nombre de un algoritmo de aprendizaje automatizado diseñado para determinar cuáles son las condiciones urbanísticas que hacen que nuestras ciudades sean más habitables y así poder ayudar a técnicos y administraciones.
Con tus datos, y los de todos los participantes, vamos a generar una base de datos abierta que nos permita convertir la percepción subjetiva de los ciudadanos en conocimiento reutilizable por las herramientas de computación.
",Ayúdanos a entrenar a Arturo respondiendo un cuestionario (¡tantas veces como quieras!) en el que deberás escoger la imagen que mejor se ajusta para ti a la de un entorno habitable.,"Ayúdanos a entrenar a Arturo respondiendo un cuestionario (¡tantas veces como quieras!) en el que deberás escoger la imagen que mejor se ajusta para ti a la de un entorno habitable.Arturo es el nombre de un algoritmo de aprendizaje automatizado diseñado para determinar cuáles son las condiciones urbanísticas que hacen que nuestras ciudades sean más habitables y así poder ayudar a técnicos y administraciones.
Con tus datos, y los de todos los participantes, vamos a generar una base de datos abierta que nos permita convertir la percepción subjetiva de los ciudadanos en conocimiento reutilizable por las herramientas de computación.
",Observatorio de la Ciencia Ciudadana en España,https://ciencia-ciudadana.es/proyecto-cc/
BioBlitzBCN,https://ciencia-ciudadana.es/proyecto-cc/bioblitzbcn/,"Biodiversidad, Ecología y Medioambiente","El BioBlitz es una iniciativa de educación ambiental que busca unir a científicos, expertos en educación, naturalistas y el público general para promover la exploración en espacios abiertos y mejorar el conocimiento de la biodiversidad a través de un aprendizaje colaborativo y dinámico. BioBlitzBcn surgió como una iniciativa de la Universidad de Barcelona y el Ayuntamiento de Barcelona en el año 2010 con el objetivo de aumentar el conocimiento de la biodiversidad urbana de Barcelona y hacer más consciente a la ciudadanía de la necesidad de su conservación. Consiste en dos jornadas abiertas de prospección naturalista en las que pueden participar todas aquellas personas interesadas, con el acompañamiento de científicos expertos en diferentes grupos biológicos. Los resultados obtenidos enriquecen el censo de la diversidad biológica de la ciudad de Barcelona.
",,"nanEl BioBlitz es una iniciativa de educación ambiental que busca unir a científicos, expertos en educación, naturalistas y el público general para promover la exploración en espacios abiertos y mejorar el conocimiento de la biodiversidad a través de un aprendizaje colaborativo y dinámico. BioBlitzBcn surgió como una iniciativa de la Universidad de Barcelona y el Ayuntamiento de Barcelona en el año 2010 con el objetivo de aumentar el conocimiento de la biodiversidad urbana de Barcelona y hacer más consciente a la ciudadanía de la necesidad de su conservación. Consiste en dos jornadas abiertas de prospección naturalista en las que pueden participar todas aquellas personas interesadas, con el acompañamiento de científicos expertos en diferentes grupos biológicos. Los resultados obtenidos enriquecen el censo de la diversidad biológica de la ciudad de Barcelona.
",Observatorio de la Ciencia Ciudadana en España,https://ciencia-ciudadana.es/proyecto-cc/
Asociación Noctiluca,https://ciencia-ciudadana.es/proyecto-cc/asocicion-noctiluca/,"Biodiversidad, Ciencias Sociales, Ecología y Medioambiente, Medicina y Salud","Científicas marinas, sirenas noctilucas asociadas para acercar el mar y la ciencia para todos y todas, gentes de tierra adentro, y personas a las que la ciencia no les llega … o difícilmente. ¡Ahí estamos! para llevar la luz de la ciencia a través de la #cienciaciudadana, con rigor científico, humor, innovación y buscando como fin último y primero la conservación marina.
",,"nanCientíficas marinas, sirenas noctilucas asociadas para acercar el mar y la ciencia para todos y todas, gentes de tierra adentro, y personas a las que la ciencia no les llega … o difícilmente. ¡Ahí estamos! para llevar la luz de la ciencia a través de la #cienciaciudadana, con rigor científico, humor, innovación y buscando como fin último y primero la conservación marina.
",Observatorio de la Ciencia Ciudadana en España,https://ciencia-ciudadana.es/proyecto-cc/
Ciudadanía y lugar,https://ciencia-ciudadana.es/proyecto-cc/ciudadania-y-lugar/,Ciencias Sociales,"Análisis geográfico de escala territorial múltiple de las geopolíticas cotidianas de los trabajadores vulnerables de la periferia del Espacio Económico Europeo (EEE), particularmente la población migrante.
Implicaciones de la Investigación: Desarrollar un método científico innovador que permita entender, frenar y reducir la desigualdad Norte-Sur del EEE. Promoción de la participación política de ciudadanos en riesgo de exclusión social de la periferia geográfica del EEE.
Autora: Andrea Menéndez Arboleya (Investigadora Predoctoral en la especialidad de Geografía Política Feminista)
Institución: Departamento de Geografía, Universidad de Oviedo
",,"nanAnálisis geográfico de escala territorial múltiple de las geopolíticas cotidianas de los trabajadores vulnerables de la periferia del Espacio Económico Europeo (EEE), particularmente la población migrante.
Implicaciones de la Investigación: Desarrollar un método científico innovador que permita entender, frenar y reducir la desigualdad Norte-Sur del EEE. Promoción de la participación política de ciudadanos en riesgo de exclusión social de la periferia geográfica del EEE.
Autora: Andrea Menéndez Arboleya (Investigadora Predoctoral en la especialidad de Geografía Política Feminista)
Institución: Departamento de Geografía, Universidad de Oviedo
",Observatorio de la Ciencia Ciudadana en España,https://ciencia-ciudadana.es/proyecto-cc/
PERSIST_EU,https://ciencia-ciudadana.es/proyecto-cc/persist_eu/,"Biodiversidad, Ciencias Sociales, Ecología y Medioambiente, Medicina y Salud",,"PERSIST_EU: El proyecto Erasmus + “Conocimiento, creencias y percepciones sobre la ciencia de los estudiantes europeos” (PERSIST_EU) espera promover la mejora de las vías educativas, las pedagogías y los métodos de evaluación para los educadores. PERSIST_EU producirá una herramienta de TIC para que, de forma rápida e inmediata, permita evaluar la calidad de la capacitación, incluidos los seminarios breves, MOOC’s o estudios oficiales. El consorcio de entidades que participan en PERSIST_EU cree en la importancia de que los estudiantes tengan una base científica sólida que les proporcione un conjunto de habilidades de alta calidad que les permita tomar las mejores decisiones posibles en la vida cotidiana sobre temas relevantes relacionados, entre otros temas, con su gestión de la salud.","PERSIST_EU: El proyecto Erasmus + “Conocimiento, creencias y percepciones sobre la ciencia de los estudiantes europeos” (PERSIST_EU) espera promover la mejora de las vías educativas, las pedagogías y los métodos de evaluación para los educadores. PERSIST_EU producirá una herramienta de TIC para que, de forma rápida e inmediata, permita evaluar la calidad de la capacitación, incluidos los seminarios breves, MOOC’s o estudios oficiales. El consorcio de entidades que participan en PERSIST_EU cree en la importancia de que los estudiantes tengan una base científica sólida que les proporcione un conjunto de habilidades de alta calidad que les permita tomar las mejores decisiones posibles en la vida cotidiana sobre temas relevantes relacionados, entre otros temas, con su gestión de la salud.nan",Observatorio de la Ciencia Ciudadana en España,https://ciencia-ciudadana.es/proyecto-cc/
Observado.es,https://ciencia-ciudadana.es/proyecto-cc/observado-es/,"Biodiversidad, Ecología y Medioambiente","Plataforma de ciencia ciudadana europea para el registro de observaciones de todo tipo de biodiversidad (aves, plantas, mariposas, hongos, etc.)
Coordinador de Observado España: Julio Rabadán González
",,"nanPlataforma de ciencia ciudadana europea para el registro de observaciones de todo tipo de biodiversidad (aves, plantas, mariposas, hongos, etc.)
Coordinador de Observado España: Julio Rabadán González
",Observatorio de la Ciencia Ciudadana en España,https://ciencia-ciudadana.es/proyecto-cc/
Educatribu,https://ciencia-ciudadana.es/proyecto-cc/educatribu/,"Biodiversidad, Ciencias Sociales, Ecología y Medioambiente, Educación, Informática y Ciencias de la Computación, Medicina y Salud","Somos un grupo de personas que aspiramos a una sociedad en la que los conocimientos sean compartidos.
Tenemos el convencimiento de que el proceso educativo va mucho más allá de lo que se produce en los centros escolares; como dice nuestro proverbio africano de cabecera: “para educar a una persona hace falta la tribu entera”.
Ofrecemos nuestra página web para compartir materiales didácticos, tanto los disponibles en Internet, seleccionándolos por su eficacia, ordenándolos y clasificándolos según su temática y niveles, como los aportados de nueva elaboración.
Este es un proyecto de trabajo abierto a la incorporación de cuantas personas compartan nuestra aspiración: familiares, docentes, estudiantes y todas las interesadas en la educación.
Uno de nuestros objetivos más inmediatos es favorecer que el profesorado y el alumnado de los niveles educativos no universitarios puedan disponer de materiales didácticos gratuitos para sus procesos de enseñanza y aprendizaje.
Tratamos de reunir esfuerzos e ideas en diversos sentidos, tales como:
  · Difundir la posibilidad y la necesidad de trabajar con materiales gratuitos para la enseñanza y el aprendizaje.
  · Ofrecer nuestro espacio en Internet para compartir materiales didácticos, tanto los ya disponibles en la red como los de nueva elaboración.
  · Trabajar en la línea de favorecer la tarea unitaria con otros proyectos y movimientos ya existentes que tienen aspiraciones similares a las nuestras.
",,"nanSomos un grupo de personas que aspiramos a una sociedad en la que los conocimientos sean compartidos.
Tenemos el convencimiento de que el proceso educativo va mucho más allá de lo que se produce en los centros escolares; como dice nuestro proverbio africano de cabecera: “para educar a una persona hace falta la tribu entera”.
Ofrecemos nuestra página web para compartir materiales didácticos, tanto los disponibles en Internet, seleccionándolos por su eficacia, ordenándolos y clasificándolos según su temática y niveles, como los aportados de nueva elaboración.
Este es un proyecto de trabajo abierto a la incorporación de cuantas personas compartan nuestra aspiración: familiares, docentes, estudiantes y todas las interesadas en la educación.
Uno de nuestros objetivos más inmediatos es favorecer que el profesorado y el alumnado de los niveles educativos no universitarios puedan disponer de materiales didácticos gratuitos para sus procesos de enseñanza y aprendizaje.
Tratamos de reunir esfuerzos e ideas en diversos sentidos, tales como:
  · Difundir la posibilidad y la necesidad de trabajar con materiales gratuitos para la enseñanza y el aprendizaje.
  · Ofrecer nuestro espacio en Internet para compartir materiales didácticos, tanto los ya disponibles en la red como los de nueva elaboración.
  · Trabajar en la línea de favorecer la tarea unitaria con otros proyectos y movimientos ya existentes que tienen aspiraciones similares a las nuestras.
",Observatorio de la Ciencia Ciudadana en España,https://ciencia-ciudadana.es/proyecto-cc/
Víctor Barahona,https://ciencia-ciudadana.es/proyecto-cc/victor-barahona/,"Ecología y Medioambiente, Informática y Ciencias de la Computación","Soy maker. Hago proyectos abiertos que facilitan el uso de la tecnología a la gente, con el objetivo último de mejorar la sostenibilidad.
Los dos proyectos que actualmente coexisten:
Egokitek, con proyectos de hardware abierto orientados a educación sostenibilidad etc. Algunos son de aplicación a ciencia ciudadana, como el FoodComputer.
Permacultura Aralar Finca de 1.6 Has con bosque comestible y otros elementos de diseño permacultural. Lugar apto para actividades de ciencia en la naturaleza.
",,"nanSoy maker. Hago proyectos abiertos que facilitan el uso de la tecnología a la gente, con el objetivo último de mejorar la sostenibilidad.
Los dos proyectos que actualmente coexisten:
Egokitek, con proyectos de hardware abierto orientados a educación sostenibilidad etc. Algunos son de aplicación a ciencia ciudadana, como el FoodComputer.
Permacultura Aralar Finca de 1.6 Has con bosque comestible y otros elementos de diseño permacultural. Lugar apto para actividades de ciencia en la naturaleza.
",Observatorio de la Ciencia Ciudadana en España,https://ciencia-ciudadana.es/proyecto-cc/
Quixote Innovation,https://ciencia-ciudadana.es/proyecto-cc/quixote-innovation/,"Biodiversidad, Ecología y Medioambiente, Espacio y Astronomía, Geología y Ciencias de la Tierra, Informática y Ciencias de la Computación","Entidad financiadora – económicamente o con otro tipo de apoyo – y que realiza divulgación/comunicación de la ciencia ciudadana.
",,"nanEntidad financiadora – económicamente o con otro tipo de apoyo – y que realiza divulgación/comunicación de la ciencia ciudadana.
",Observatorio de la Ciencia Ciudadana en España,https://ciencia-ciudadana.es/proyecto-cc/
Antonio Canepa,https://ciencia-ciudadana.es/proyecto-cc/antonio-canepa/,"Biodiversidad, Ecología y Medioambiente, Informática y Ciencias de la Computación","Trabajo como investigador Postdoctoral en la Universidad de Burgos en el Grupo (Advanced Data MIning Research And (Business intelligence | Bioinformatics | Big Data) LEarning – ADMIRABLE). Soy Doctor en Ecología y he trabajado en y con plataformas de ciencia ciudadana, recopilando y analizando datos para generar herramientas de manejo y sistemas de gestión basados en datos. Actualmente estamos impulsando la ciencia ciudadana en Burgos a través de la oficina UBUVerde
",,"nanTrabajo como investigador Postdoctoral en la Universidad de Burgos en el Grupo (Advanced Data MIning Research And (Business intelligence | Bioinformatics | Big Data) LEarning – ADMIRABLE). Soy Doctor en Ecología y he trabajado en y con plataformas de ciencia ciudadana, recopilando y analizando datos para generar herramientas de manejo y sistemas de gestión basados en datos. Actualmente estamos impulsando la ciencia ciudadana en Burgos a través de la oficina UBUVerde
",Observatorio de la Ciencia Ciudadana en España,https://ciencia-ciudadana.es/proyecto-cc/
La web de Anilandro,https://ciencia-ciudadana.es/proyecto-cc/la-web-de-anilandro/,Informática y Ciencias de la Computación,"La Web de Anilandro alberga un importante conjunto de proyectos personales de ciencia y técnica, constituyendo una potente herramienta para su difusión.
Se trata por tanto de un proyecto de ciencia ciudadana, llevado a cabo por una persona junto con una comunidad, que contribuye o lanza los proyectos y que hace, a la vez, una tarea de  divulgación y comunicación de su actividad.
",,"nanLa Web de Anilandro alberga un importante conjunto de proyectos personales de ciencia y técnica, constituyendo una potente herramienta para su difusión.
Se trata por tanto de un proyecto de ciencia ciudadana, llevado a cabo por una persona junto con una comunidad, que contribuye o lanza los proyectos y que hace, a la vez, una tarea de  divulgación y comunicación de su actividad.
",Observatorio de la Ciencia Ciudadana en España,https://ciencia-ciudadana.es/proyecto-cc/
Forno,https://ciencia-ciudadana.es/proyecto-cc/forno/,Ecología y Medioambiente,"Proyecto para la visualización de datos de las temperaturas en Zaragoza: las temperaturas máximas y mínimas, las noches tropicales y las heladas que se han registrado en el Aeropuerto de Zaragoza entre los años 1951 y 2018
",,"nanProyecto para la visualización de datos de las temperaturas en Zaragoza: las temperaturas máximas y mínimas, las noches tropicales y las heladas que se han registrado en el Aeropuerto de Zaragoza entre los años 1951 y 2018
",Observatorio de la Ciencia Ciudadana en España,https://ciencia-ciudadana.es/proyecto-cc/
LiquenCity,https://ciencia-ciudadana.es/proyecto-cc/liquencity/,"Biodiversidad, Ecología y Medioambiente, Medicina y Salud","LiquenCity es un proyecto de ciencia ciudadana para averiguar cuál es la diversidad de líquenes que viven en los árboles de Madrid y Barcelona y relacionarlo con la calidad del aire. Busca la participación de los habitantes de ambas ciudades que, junto con la colaboración de un equipo experto en líquenes, encontrarán e identificarán los líquenes que viven en ambas capitales.
",,"nanLiquenCity es un proyecto de ciencia ciudadana para averiguar cuál es la diversidad de líquenes que viven en los árboles de Madrid y Barcelona y relacionarlo con la calidad del aire. Busca la participación de los habitantes de ambas ciudades que, junto con la colaboración de un equipo experto en líquenes, encontrarán e identificarán los líquenes que viven en ambas capitales.
",Observatorio de la Ciencia Ciudadana en España,https://ciencia-ciudadana.es/proyecto-cc/
Student Motivatión and Promote Scientific Literacy,https://ciencia-ciudadana.es/proyecto-cc/exploring-different-methods-of-science-teaching-to-increase-student-motivation-and-promote-scientific-literacy/,"Biodiversidad, Biología, Ciencias Sociales, Ecología y Medioambiente",,"Investigamos artrópodos que pueden influir en los cambios de los ecosistemas,  biodiversidad y el cambio climático, especialmente la emergencia climática. Lo compagino con las enseñanzas STEAM y la cultura científica","Investigamos artrópodos que pueden influir en los cambios de los ecosistemas,  biodiversidad y el cambio climático, especialmente la emergencia climática. Lo compagino con las enseñanzas STEAM y la cultura científicanan",Observatorio de la Ciencia Ciudadana en España,https://ciencia-ciudadana.es/proyecto-cc/
Hamelin,https://ciencia-ciudadana.es/proyecto-cc/hamelin/,"Biodiversidad, Ciencias Sociales, Ecología y Medioambiente","Hamelin es una red social de Naturaleza, en la que sus usuarios pueden publicar sus fotografías de Flora, Fauna o Paisajes de forma espontánea o mediante la participación en actividades y proyectos. Ayúdanos a conocer mejor nuestros ecosistemas, para protegerlos y conservarlos.
","Hamelin es una red social de Naturaleza en donde sus miembros pueden subir fotos de flora, fauna o paisajes a través de la participación en proyectos y actividades de turismo activo sostenible.","Hamelin es una red social de Naturaleza en donde sus miembros pueden subir fotos de flora, fauna o paisajes a través de la participación en proyectos y actividades de turismo activo sostenible.Hamelin es una red social de Naturaleza, en la que sus usuarios pueden publicar sus fotografías de Flora, Fauna o Paisajes de forma espontánea o mediante la participación en actividades y proyectos. Ayúdanos a conocer mejor nuestros ecosistemas, para protegerlos y conservarlos.
",Observatorio de la Ciencia Ciudadana en España,https://ciencia-ciudadana.es/proyecto-cc/
